drugID,medication,adrID,n11,n10,n01,n00,relevance
753,raltegravir,a0,1,11,729,6519,2
175,ramelteon,a0,1,2,729,6528,0
993,ramipril,a0,2,34,728,6496,2
1131,ranitidine,a0,9,115,721,6415,1
691,ranolazine,a0,0,6,730,6524,2
318,rasagiline,a0,0,1,730,6529,1
371,rasburicase,a0,1,4,729,6526,1
376,recombinant urate oxidase,a0,1,4,729,6526,0
414,red yeast rice,a0,0,2,730,6528,0
1033,regadenoson,a0,6,68,724,6462,0
1121,remifentanil,a0,2,67,728,6463,0
196,repaglinide,a0,1,3,729,6527,1
861,ribavirin,a0,4,32,726,6498,1
586,riboflavin,a0,5,26,725,6504,0
584,riboflavin preparation,a0,5,26,725,6504,0
606,rifabutin,a0,0,4,730,6526,1
362,rifampicin,a0,3,11,727,6519,2
360,rifampin,a0,3,11,727,6519,2
253,rifapentine,a0,0,1,730,6529,0
930,rifaximin,a0,21,149,709,6381,0
271,rilpivirine,a0,0,1,730,6529,0
104,riluzole,a0,1,0,729,6530,0
260,rimantadine,a0,0,1,730,6529,1
193,risedronate,a0,2,6,728,6524,1
1019,risperidone,a0,26,201,704,6329,1
987,ritonavir,a0,4,45,726,6485,0
983,rituximab,a0,4,44,726,6486,2
1021,rivaroxaban,a0,6,64,724,6466,1
336,rivastigmine,a0,0,1,730,6529,0
727,rizatriptan,a0,3,20,727,6510,0
1302,rocuronium,a0,63,984,667,5546,0
252,roflumilast,a0,0,1,730,6529,2
864,ropinirole,a0,5,38,725,6492,0
1183,ropivacaine,a0,10,148,720,6382,0
772,rosiglitazone,a0,0,8,730,6522,0
87,rosuvastatin,a0,27,151,703,6379,2
237,rotigotine,a0,0,1,730,6529,0
784,salcatonin,a0,1,13,729,6517,0
76,salicylic acid,a0,5,9,725,6521,2
229,salicylsalicylic acid,a0,0,1,730,6529,2
1219,salmeterol,a0,33,363,697,6167,0
786,salmon calcitonin,a0,1,13,729,6517,0
241,salol,a0,0,1,730,6529,0
340,salsalate,a0,0,1,730,6529,2
423,saquinavir,a0,0,2,730,6528,0
441,saw palmetto,a0,0,2,730,6528,0
445,saw palmetto extract,a0,0,2,730,6528,0
463,saxagliptin,a0,0,2,730,6528,1
286,schizandra,a0,0,1,730,6529,0
1198,scopolamine,a0,21,255,709,6275,0
208,selegiline,a0,0,1,730,6529,1
698,selenium disulfide,a0,0,6,730,6524,0
697,selenium sulfide,a0,0,6,730,6524,0
1318,senna,a0,283,3264,447,3266,0
1322,senna preparation,a0,283,3264,447,3266,0
1320,sennoside,a0,283,3264,447,3266,0
1321,sennoside a&b,a0,283,3264,447,3266,0
1319,sennosides,a0,283,3264,447,3266,0
1171,sertraline,a0,37,334,693,6196,2
289,sevelamer,a0,0,1,730,6529,0
1294,sevoflurane,a0,58,818,672,5712,0
943,sildenafil,a0,2,28,728,6502,1
267,silodosin,a0,0,1,730,6529,1
982,silver sulfadiazine,a0,4,44,726,6486,0
570,silybum marianum extract,a0,2,11,728,6519,0
1283,simethicone,a0,175,1725,555,4805,0
1253,simvastatin,a0,66,679,664,5851,2
954,sincalide,a0,1,23,729,6507,0
953,sincalide preparation,a0,1,23,729,6507,0
486,sirolimus,a0,2,9,728,6521,0
814,sitagliptin,a0,9,59,721,6471,2
350,slippery elm bark,a0,0,1,730,6529,0
717,sodium acetate,a0,49,339,681,6191,0
833,sodium acid phosphate,a0,0,11,730,6519,0
392,sodium ascorbate,a0,0,2,730,6528,0
444,sodium ascorbate preparation,a0,0,2,730,6528,0
623,sodium bicarbonate,a0,114,846,616,5684,1
832,sodium biphosphate,a0,0,11,730,6519,0
1300,sodium chloride,a0,603,5540,127,990,0
1048,sodium citrate,a0,6,72,724,6458,0
493,sodium ferric gluconate complex,a0,1,6,729,6524,0
806,sodium fluoride,a0,3,24,727,6506,0
805,sodium fluoride product,a0,3,24,727,6506,0
759,sodium gluconate,a0,48,333,682,6197,0
67,sodium hypochlorite,a0,5,8,725,6522,0
451,sodium monofluorophosphate,a0,0,2,730,6528,0
51,sodium phosphate,a0,88,599,642,5931,2
789,sodium phosphate dibasic,a0,0,9,730,6521,2
836,sodium phosphate monobasic,a0,0,11,730,6519,2
798,sodium polystyrene sulfonate,a0,8,52,722,6478,0
173,sodium sulfate,a0,1,2,729,6528,0
250,sodium tetradecyl sulfate,a0,0,1,730,6529,0
765,solifenacin,a0,0,8,730,6522,2
246,somatropin,a0,0,1,730,6529,0
404,sorafenib,a0,0,2,730,6528,2
129,sotalol,a0,9,38,721,6492,1
11,spironolactone,a0,65,349,665,6181,3
341,stannous fluoride,a0,0,1,730,6529,0
232,stannous fluoride product,a0,0,1,730,6529,0
434,stavudine,a0,0,2,730,6528,1
415,stavudine (d4t),a0,0,2,730,6528,1
1254,succinylcholine,a0,68,708,662,5822,1
1188,sucralfate,a0,5,121,725,6409,0
301,sucrose,a0,0,1,730,6529,0
206,sucrose preparation,a0,0,1,730,6529,0
422,sufentanil,a0,0,2,730,6528,0
418,sufentanil product,a0,0,2,730,6528,0
37,sulbactam,a0,25,110,705,6420,3
357,sulfacetamide,a0,0,1,730,6529,0
265,sulfadiazine,a0,0,1,730,6529,1
288,sulfadiazine product,a0,0,1,730,6529,1
1075,sulfamethoxazole,a0,53,426,677,6104,0
879,sulfasalazine,a0,0,13,730,6517,2
275,sulfisoxazole,a0,0,1,730,6529,0
545,sulindac,a0,0,3,730,6527,2
1092,sumatriptan,a0,4,74,726,6456,0
1091,sumatriptan product,a0,4,74,726,6456,0
492,sunitinib,a0,1,6,729,6524,2
32,tacrolimus,a0,40,209,690,6321,4
936,tadalafil,a0,0,17,730,6513,1
607,talc,a0,0,4,730,6526,0
783,tamoxifen,a0,1,13,729,6517,0
1125,tamsulosin,a0,29,256,701,6274,0
277,tapentadol,a0,0,1,730,6529,1
321,tazarotene,a0,0,1,730,6529,0
3,tazobactam,a0,185,880,545,5650,3
146,telaprevir,a0,1,1,729,6529,1
733,telmisartan,a0,0,7,730,6523,2
29,temazepam,a0,76,480,654,6050,1
711,temozolomide,a0,1,10,729,6520,0
941,tenofovir disoproxil,a0,4,39,726,6491,2
937,terazosin,a0,2,27,728,6503,0
596,terbinafine,a0,0,4,730,6526,1
902,terbutaline,a0,0,14,730,6516,0
287,terconazole,a0,0,1,730,6529,0
84,teriparatide,a0,2,2,728,6528,1
995,testosterone,a0,3,40,727,6490,0
996,testosterone preparation,a0,3,40,727,6490,0
328,tetanus immune globulin,a0,0,1,730,6529,0
342,tetanus immune globulin  human,a0,0,1,730,6529,0
353,tetanus immune globulin human,a0,0,1,730,6529,0
248,tetanus immunoglobulin,a0,0,1,730,6529,0
1115,tetanus toxoid,a0,13,138,717,6392,0
1114,tetanus toxoid adsorbed,a0,13,138,717,6392,0
990,tetracaine,a0,23,172,707,6358,0
1080,tetracosactide,a0,8,98,722,6432,0
1027,tetrahydrocannabinol,a0,6,67,724,6463,0
1268,tetraiodothyronine preparation,a0,55,643,675,5887,0
213,theanine,a0,0,1,730,6529,0
985,theophylline,a0,5,50,725,6480,0
1264,thiamine,a0,39,514,691,6016,0
1266,thiamine preparation,a0,39,514,691,6016,0
116,thiopental,a0,1,0,729,6530,1
118,thiopentone,a0,1,0,729,6530,1
517,thiothixene,a0,0,3,730,6527,0
915,thyroid,a0,0,15,730,6515,0
916,thyroid (usp),a0,0,15,730,6515,0
1269,thyroxine,a0,55,643,675,5887,0
513,tiagabine,a0,0,3,730,6527,1
199,ticagrelor,a0,1,3,729,6527,2
302,ticlopidine,a0,0,1,730,6529,0
361,tigecycline,a0,3,11,727,6519,0
705,timolol,a0,4,24,726,6506,0
239,tin difluoride,a0,0,1,730,6529,0
220,tinidazole,a0,0,1,730,6529,0
1054,tiotropium,a0,13,121,717,6409,0
64,tissue plasminogen activator,a0,90,625,640,5905,1
61,tissue plasminogen activator preparation,a0,90,625,640,5905,1
1093,tizanidine,a0,8,101,722,6429,1
1108,tobramycin,a0,10,116,720,6414,2
258,tofacitinib,a0,0,1,730,6529,1
177,tolterodine,a0,3,9,727,6521,1
140,tolvaptan,a0,1,1,729,6529,2
1113,topiramate,a0,11,124,719,6406,1
742,torsemide,a0,0,7,730,6523,0
1239,tramadol,a0,38,444,692,6086,1
1078,tranexamic acid,a0,16,152,714,6378,1
628,trastuzumab,a0,1,8,729,6522,2
473,travoprost,a0,1,5,729,6525,0
1201,trazodone,a0,67,611,663,5919,0
801,treprostinil,a0,1,14,729,6516,0
574,tretinoin,a0,1,7,729,6523,4
1151,triacylglycerol lipase,a0,10,129,720,6401,0
1162,triamcinolone,a0,6,102,724,6428,0
455,triamcinolone acetonide,a0,0,2,730,6528,0
1161,triamcinolone preparation,a0,6,102,724,6428,0
1006,triamterene,a0,4,49,726,6481,2
618,triazolam,a0,0,4,730,6526,0
424,trichophyton,a0,0,2,730,6528,0
452,tricophyton,a0,0,2,730,6528,0
149,trientine,a0,1,1,729,6529,0
580,trihexyphenidyl,a0,1,7,729,6523,0
694,triiodothyronine,a0,0,6,730,6524,0
764,trimethobenzamide,a0,0,8,730,6522,1
1060,trimethoprim,a0,55,435,675,6095,1
264,triprolidine,a0,0,1,730,6529,0
307,triptorelin,a0,0,1,730,6529,0
278,tropicamide,a0,0,1,730,6529,0
139,trospium,a0,1,1,729,6529,1
549,trypsin,a0,0,3,730,6527,0
490,tuberculin purified protein derivative,a0,1,6,729,6524,0
500,tuberculin purified protein derivative,a0,1,6,729,6524,0
240,turmeric,a0,0,1,730,6529,0
266,turmeric extract,a0,0,1,730,6529,0
65,unfractionated heparin,a0,99,697,631,5833,2
381,urea,a0,1,4,729,6526,0
1086,valaciclovir (valacyclovir),a0,2,60,728,6470,2
1087,valacyclovir,a0,2,60,728,6470,2
1085,valacyclovir product,a0,2,60,728,6470,2
822,valganciclovir,a0,10,66,720,6464,3
1191,valproate,a0,13,181,717,6349,0
1098,valproic acid,a0,4,76,726,6454,0
984,valsartan,a0,14,108,716,6422,3
1,vancomycin,a0,262,1372,468,5158,4
168,vardenafil,a0,1,2,729,6528,0
718,varenicline,a0,6,36,724,6494,2
25,vasopressin,a0,14,24,716,6506,5
23,vasopressin (usp),a0,14,24,716,6506,5
26,vasopressin preparation,a0,14,24,716,6506,5
1226,vecuronium,a0,49,503,681,6027,0
435,vemurafenib,a0,0,2,730,6528,1
1200,venlafaxine,a0,11,183,719,6347,1
796,verapamil,a0,10,64,720,6466,0
950,viatmin a,a0,6,51,724,6479,0
496,vilazodone,a0,1,6,729,6524,0
154,vinblastine,a0,2,4,728,6526,0
384,vincristine,a0,5,22,725,6508,0
528,vinorelbine,a0,0,3,730,6527,0
949,vitamin a,a0,6,51,724,6479,0
951,vitamin a preparation,a0,6,51,724,6479,0
1066,vitamin b,a0,11,111,719,6419,0
1143,vitamin b 12,a0,22,211,708,6319,0
1011,vitamin b 6,a0,11,95,719,6435,0
1067,vitamin b group product,a0,11,111,719,6419,0
1144,vitamin b>12< preparation,a0,22,211,708,6319,0
282,vitamin b>12a<,a0,0,1,730,6529,0
1265,vitamin b1,a0,39,514,691,6016,0
585,vitamin b2,a0,5,26,725,6504,0
436,vitamin b3,a0,0,2,730,6528,0
1010,vitamin b6,a0,11,95,719,6435,0
1250,vitamin c,a0,32,407,698,6123,0
1252,vitamin c preparation,a0,32,407,698,6123,0
153,vitamin d,a0,2,4,728,6526,0
157,vitamin d preparation,a0,2,4,728,6526,0
1243,vitamin d>2<,a0,32,402,698,6128,0
1004,vitamin e,a0,15,120,715,6410,0
1005,vitamin e preparation,a0,15,120,715,6410,0
850,vitamin k 1,a0,24,163,706,6367,0
70,voriconazole,a0,13,52,717,6478,3
1257,warfarin,a0,39,503,691,6027,0
1204,water,a0,54,514,676,6016,0
1203,water product,a0,54,514,676,6016,0
576,white petrolatum,a0,1,7,729,6523,0
722,xenon,a0,4,25,726,6505,0
330,zafirlukast,a0,0,1,730,6529,0
720,zidovudine,a0,2,15,728,6515,1
274,zileuton,a0,0,1,730,6529,0
945,zinc (as oxide),a0,2,28,728,6502,0
1111,zinc (as sulfate),a0,19,180,711,6350,0
110,zinc acetate,a0,1,0,729,6530,0
946,zinc oxide,a0,2,28,728,6502,0
1112,zinc sulfate,a0,19,180,711,6350,0
778,ziprasidone,a0,4,27,726,6503,0
556,zoledronic acid,a0,2,10,728,6520,3
477,zolmitriptan,a0,1,5,729,6525,0
1288,zolpidem,a0,107,1180,623,5350,2
498,zonisamide,a0,1,6,729,6524,2
